timestamp,j1_pos,j1_vel,...,j6_pos,j6_vel
4.0343e-05,-0.000572205,-0.00732613,-0.000190735,-0.0019536,-0.000190735,-0.0019536,-0.000190735,-0.00586081,-0.000190735,-0.0219784,-0.000190735,-0.00732613,2.00027,-0.0683899
0.00242588,-12.4676,-27.6557,-12.4676,-7.37485,-12.4676,-7.37485,-12.4676,-7.37485,-12.4676,-27.6557,-12.4676,-27.6557,1.99988,-0.0683899
0.0051199,-0.00362396,-0.00732613,-0.000190735,-0.00586081,0.000572205,-0.0019536,0.00133514,-0.0019536,-0.000190735,-0.00732613,-0.000190735,-0.00732613,1.99988,-0.0683899
0.00692255,-0.00362396,-0.00732613,-0.000190735,-0.0019536,0.000572205,-0.0019536,0.00133514,-0.0019536,-0.000190735,-0.00732613,-0.000190735,0.00732803,1.99988,-0.0683899
0.00898529,-0.00400543,-0.0366306,-0.000190735,-0.0019536,0.000572205,0.00195408,0.00133514,-0.0136752,-0.000190735,-0.00732613,-0.000190735,0.00732803,2.00065,0.205139
0.0102134,-0.00476837,-0.153847,-0.000190735,-0.00586081,0.000953674,0.0332117,0.000953674,-0.0175824,0.000572205,0.0512848,-0.000190735,-0.00732613,2.00103,0.478638
0.0130629,-0.00553131,-0.241758,-0.000190735,-0.00586081,0.00133514,0.0996342,0.000953674,-0.0449328,0.00171661,0.227108,-0.000190735,-0.00732613,2.00179,1.02567
0.0146412,-0.00591278,-0.271063,-0.000190735,-0.00586081,0.00171661,0.181685,0.000572205,-0.103541,0.0043869,0.608061,-0.000190735,-0.0219784,2.00294,1.43591
0.0161586,-0.00667572,-0.256411,-0.000190735,-0.0136752,0.00324249,0.326252,-0.000190735,-0.14652,0.00782013,1.00366,-0.000190735,-0.00732613,2.00408,1.84616
0.0183223,-0.00705719,-0.256411,-0.000190735,-0.0214896,0.00400543,0.377046,-0.000572205,-0.185592,0.0108719,1.20879,-0.000190735,-0.0366306,2.00256,1.98291
0.020695,-0.00705719,-0.183149,-0.000190735,-0.0214896,0.00514984,0.48254,-0.000953674,-0.21685,0.0127792,1.17949,-0.000190735,-0.0366306,2.00103,1.70941
0.0233527,-0.00705719,-0.124542,-0.000572205,-0.0253968,0.00667572,0.576313,-0.00171661,-0.232479,0.0139236,0.959709,-0.000572205,-0.0219784,2.00218,1.29916
0.0243918,-0.00667572,-0.0512829,-0.000572205,-0.04884,0.00858307,0.627107,-0.00209808,-0.224664,0.0146866,0.725277,-0.000190735,0.00732803,2.00523,1.16241
0.0272577,-0.00591278,0.0659351,-0.000953674,-0.0605617,0.0101089,0.548963,-0.00209808,-0.185592,0.0150681,0.476192,0.000190735,0.0512848,2.00713,1.29916
0.0293434,-0.00553131,0.153849,-0.000953674,-0.0644689,0.0104904,0.502076,-0.00247955,-0.158242,0.015831,0.388281,0.000953674,0.183151,2.01476,1.98291
0.0318757,-0.00514984,0.153849,-0.000953674,-0.0605617,0.0108719,0.388767,-0.00247955,-0.138706,0.0162125,0.344324,0.00171661,0.24176,2.01591,2.39319
0.0328886,-0.00476837,0.168499,-0.00133514,-0.0683761,0.0108719,0.388767,-0.00247955,-0.107448,0.0165939,0.329672,0.00209808,0.256413,2.01667,2.52994
0.0353536,-0.00476837,0.183151,-0.00133514,-0.0683761,0.0108719,0.220757,-0.00247955,-0.0840049,0.0169754,0.344324,0.00209808,0.212456,2.01705,2.39319
